"State Street	""Instructional Designer/TrainerInstructional Designer/TrainerJob Description:Under the direction of the Senior Manager of Educational Services", the Instructional Designer/Trainer designs training for clients and employees using a variety of modalities (instructor-led classroom and webinar, self-paced e-learning, blended) with emphasis on development of on-line content, as well as deliver instructor led training classes.  Responsibilities:Develop online training courses in line with existing training materials such as Instructor-led course guides, reference materials, activities, and certification exams.Audit existing content on an ongoing basis and determine recommendations and implement changes to course or curriculum.Review and revise material based on new system versions.Test, proofread, edit material developed by other team members.Deliver training to both employee and client participants, in traditional instructor-led training and blended training environments. (may require occasional travel)Must-Have Requirements:•  Minimum three years’ experience in a structured corporate training environment working on instructional design assignments• Some familiarity with fixed income and equity securities as a significant part of this job will be developing course material about trading securities• Familiarity or experience in some or all of the following: financial services, securities trading, fixed income, trading systems, security operations or accounting• Proficiency in Microsoft Office Suite• Intermediate instructional design skills (analysis, design, development, implementation, evaluation)• Intermediate e-learning development skills utilizing software including Captivate, Camtasia, or video editing applications•Experience developing interactive online modules• Strong written and oral communication skills (writing sample required)," experience in communicating effectively with a diverse group• Outstanding presentation and facilitation skills• Experience with technology training""	Instructional Designer/Trainer	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Burlington-Massachusetts/Instructional-Designer-Trainer_R-606769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS Financial Reporting", Assc 1Fund accountants are primarily responsible for the timely and accurate execution and reporting of net asset valuations (NAVs) for our clients’ accounts (funds). The fund accountant identifies, analyzes and substantiates impacts to the NAV. Critical functions performed include the processing and verification of all subscription and redemption activity (for unitized products), posting and monitoring of expense accruals, security transaction and corporate action review, monitoring of dividend and interest income and accruals, mark-to-market calculations, monitoring of securities pricing impacts, price dissemination and generating various accounting-based reporting. The fund accountant also reconciles various accounts, or reviews reconciliations prepared by others to ensure the integrity of the NAV. Lastly, you may also be involved with income distributions," help prepare financial statements or audit funds.?????????????????????????????????NAV??????????????????????NAV???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????NAV?????????????????????????????????????""	""AIS Financial Reporting"," Assc 1""	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Hangzhou-China/AIS-Financial-Reporting--Assc-1_R-605959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS FInancial Reporting - Officer (Mgr)-41. Plans", schedules, and manages the daily workflow of one or more client relationships.2. Perform technical review of private equity fund and hedge fund financial statements in accordance with relevant GAAP and regulatory requirements.3. Set individual and team targets and priorities; maintain high standards of client service; conduct performance appraisals and give feedback on individual and team performance.4. Ensures timely and accurate production of financial statements and related regulatory filings, as applicable, for each client relationship.5. Maintains positive relationships with clients and State Street coworkers.6. Sets clear client expectations and engage in pro-active communication with onshore teams to meet and balance their expectations.7. Oversees the effective coordination of activities with other departments.8. Ensures all personnel are appropriately selected, thoroughlytrained and given timely and complete performance evaluation feedback.9. Ensures all controls and procedures are adhered to as well as makes recommendations for changes.10. Facilitates the successful start-up of new funds and conversion of new clients. Ensures thorough, proper planning and coordination.11. Ensures effective use of reporting system and makes recommendations for system enhancements.12. Remains informed of regulatory changes and new industry and competitor developments.13. Evaluates staffing needs while continually striving for greater efficiencies.14. Develop internal training classes with the training liaison.15. Other special projects or tasks assigned.Bachelor Degree in Business, Finance, Accounting or related field required. 6-8 years’ experience, Financial services preferred. 2-3 years supervisory experience required.Prior Fund Accounting and/or Financial Reporting experience preferred. (Big 4 Funds audit manager (or strong assistant manager) / supervisory role at other fund administrators), ACCA a plus.Experience with recruitment, retention and performance management of a team.Experience in managing team members and overall supervision of teams and client deliverables.Strong computer skills – advanced knowledge of Microsoft office.Strong analytical skills.Strong verbal and written communication skills.Strong people management skills.Strong time / project management skills (ability to meet deadlines and complete assigned tasks in a timely manner).Attention to detail.Ability to see bigger picture, take initiative and offer solutions.Reports to Financial Reporting Director," Assistant Vice President level.""	AIS FInancial Reporting - Officer (Mgr)-4	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Bangalore-India/AIS-FInancial-Reporting---Officer--Mgr--4_R-584847",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS FR Mgr-11. Plans", schedules, and manages the daily workflow of one or more client relationships.2. Perform technical review of private equity fund and hedge fund financial statements in accordance with relevant GAAP and regulatory requirements.3. Set individual and team targets and priorities; maintain high standards of client service; conduct performance appraisals and give feedback on individual and team performance.4. Ensures timely and accurate production of financial statements and related regulatory filings, as applicable, for each client relationship.5. Maintains positive relationships with clients and State Street coworkers.6. Sets clear client expectations and engage in pro-active communication with onshore teams to meet and balance their expectations.7. Oversees the effective coordination of activities with other departments.8. Ensures all personnel are appropriately selected, thoroughlytrained and given timely and complete performance evaluation feedback.9. Ensures all controls and procedures are adhered to as well as makes recommendations for changes.10. Facilitates the successful start-up of new funds and conversion of new clients. Ensures thorough, proper planning and coordination.11. Ensures effective use of reporting system and makes recommendations for system enhancements.12. Remains informed of regulatory changes and new industry and competitor developments.13. Evaluates staffing needs while continually striving for greater efficiencies.14. Develop internal training classes with the training liaison.15. Other special projects or tasks assigned.Bachelor Degree in Business, Finance, Accounting or related field required. 6-8 years’ experience," Financial services preferred. 2-3 years supervisory experience required.Prior Fund Accounting and/or Financial Reporting""	AIS FR Mgr-1	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Hyderabad-India/AIS-FR-Mgr-1_R-571590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS Fund Admin Manager",VPDevelop and build up a strong relationship with internal and external clients.Assume senior managerial oversight of all operations conducted by the assigned team(s) in AIS Hangzhou.Ensure sufficiently trained staff is available to service the client/s and deliver quality service.Assume responsibility for the implementation of client specific projects (new business development," planning & roll out).Conduct performance appraisals and objective setting.Provide timely updates on issues to Hangzhou site governance / AIS Department Head and carry out necessary corrective actionManage on-going relationships with the goal of meeting / exceeding service delivery standards.Work to broaden scope of services in AIS Hangzhou to support overall Global Footprint Strategy.Represent State Street by serving on internal and external committees and industry associations as necessary.Evaluate current methods and strategies. Communicate and manage implementation of changes and improvements. Responsible for execution of overall business plan in assigned areas. Responsible for the direction and development of subordinate managers at all levels as well as staff. Resolve employee complaints and escalations.Evaluate subordinate managerial performance.Continually review the Operating Environment & implement improvements where necessaryMaintain open lines of communication and ensure that regular team and 1:1 meetings are conducted across your organization""	""AIS Fund Admin Manager","VP""	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Hangzhou-China/AIS-Fund-Admin-Manager-VP_R-591255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS Fund Administration Intern-13Primary Job Duties and ResponsibilitiesAssisting with the accurate and timely production of the Net Asset Value Completing the pricing of all positions Completing the accurate processing of corporate actions Processing fund capital activity Performing cash and position reconciliations of listed and derivative products Highlighting and resolution of any reconciling cash and position items Processing of various accounting transactionsScopeThis position is a unique opportunity for a suitable candidate to gain exposure to large multi-class", multi-manager, multi-currency portfolios that invest in a variety of instruments including derivatives and as a result, the pricing of these positions, reconciliations, corporate actions and dividends.     Minimum Job SpecificationsDegree in Business," Accounting or related field.6 months to 1 year related experience desirable.Excellent attention to detailStrong numerical / analytical skillsAbility to work in a fast-paced environmentComputer literateExcellent communication skillsOrganised and Deadline-driven""	AIS Fund Administration Intern-13	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Hangzhou-China/AIS-Fund-Administration-Intern-13_R-600128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS Fund Administration Intern-3Primary Job Duties and ResponsibilitiesAssisting with the accurate and timely production of the Net Asset Value Completing the pricing of all positions Completing the accurate processing of corporate actions Processing fund capital activity Performing cash and position reconciliations of listed and derivative products Highlighting and resolution of any reconciling cash and position items Processing of various accounting transactionsScopeThis position is a unique opportunity for a suitable candidate to gain exposure to large multi-class", multi-manager, multi-currency portfolios that invest in a variety of instruments including derivatives and as a result, the pricing of these positions, reconciliations, corporate actions and dividends.     Minimum Job SpecificationsDegree in Business," Accounting or related field.6 months to 1 year related experience desirable.Excellent attention to detailStrong numerical / analytical skillsAbility to work in a fast-paced environmentComputer literateExcellent communication skillsOrganised and Deadline-driven""	AIS Fund Administration Intern-3	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Hangzhou-China/AIS-Fund-Administration-Intern-3_R-600117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS Fund Administration Intern-7Primary Job Duties and ResponsibilitiesAssisting with the accurate and timely production of the Net Asset Value Completing the pricing of all positions Completing the accurate processing of corporate actions Processing fund capital activity Performing cash and position reconciliations of listed and derivative products Highlighting and resolution of any reconciling cash and position items Processing of various accounting transactionsScopeThis position is a unique opportunity for a suitable candidate to gain exposure to large multi-class", multi-manager, multi-currency portfolios that invest in a variety of instruments including derivatives and as a result, the pricing of these positions, reconciliations, corporate actions and dividends.     Minimum Job SpecificationsDegree in Business," Accounting or related field.6 months to 1 year related experience desirable.Excellent attention to detailStrong numerical / analytical skillsAbility to work in a fast-paced environmentComputer literateExcellent communication skillsOrganised and Deadline-driven""	AIS Fund Administration Intern-7	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Hangzhou-China/AIS-Fund-Administration-Intern-7_R-600122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS Fund Administration Intern-8Primary Job Duties and ResponsibilitiesAssisting with the accurate and timely production of the Net Asset Value Completing the pricing of all positions Completing the accurate processing of corporate actions Processing fund capital activity Performing cash and position reconciliations of listed and derivative products Highlighting and resolution of any reconciling cash and position items Processing of various accounting transactionsScopeThis position is a unique opportunity for a suitable candidate to gain exposure to large multi-class", multi-manager, multi-currency portfolios that invest in a variety of instruments including derivatives and as a result, the pricing of these positions, reconciliations, corporate actions and dividends.     Minimum Job SpecificationsDegree in Business," Accounting or related field.6 months to 1 year related experience desirable.Excellent attention to detailStrong numerical / analytical skillsAbility to work in a fast-paced environmentComputer literateExcellent communication skillsOrganised and Deadline-driven""	AIS Fund Administration Intern-8	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Hangzhou-China/AIS-Fund-Administration-Intern-8_R-600123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS Fund Administration Intern-9Primary Job Duties and ResponsibilitiesAssisting with the accurate and timely production of the Net Asset Value Completing the pricing of all positions Completing the accurate processing of corporate actions Processing fund capital activity Performing cash and position reconciliations of listed and derivative products Highlighting and resolution of any reconciling cash and position items Processing of various accounting transactionsScopeThis position is a unique opportunity for a suitable candidate to gain exposure to large multi-class", multi-manager, multi-currency portfolios that invest in a variety of instruments including derivatives and as a result, the pricing of these positions, reconciliations, corporate actions and dividends.     Minimum Job SpecificationsDegree in Business," Accounting or related field.6 months to 1 year related experience desirable.Excellent attention to detailStrong numerical / analytical skillsAbility to work in a fast-paced environmentComputer literateExcellent communication skillsOrganised and Deadline-driven""	AIS Fund Administration Intern-9	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Hangzhou-China/AIS-Fund-Administration-Intern-9_R-600124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS Fund Administrator",Assc1Fund accountants are primarily responsible for the timely and accurate execution and reporting of net asset valuations (NAVs) for our clients’ accounts (funds). The fund accountant identifies, analyzes and substantiates impacts to the NAV. Critical functions performed include the processing and verification of all subscription and redemption activity (for unitized products), posting and monitoring of expense accruals, security transaction and corporate action review, monitoring of dividend and interest income and accruals, mark-to-market calculations, monitoring of securities pricing impacts, price dissemination and generating various accounting-based reporting. The fund accountant also reconciles various accounts, or reviews reconciliations prepared by others to ensure the integrity of the NAV. Lastly, you may also be involved with income distributions," help prepare financial statements or audit funds.""	""AIS Fund Administrator","Assc1""	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Hangzhou-China/AIS-Fund-Administrator-Assc1_R-605802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS Fund Administrator","Assc1 Position DescriptionThis is the entry level position within the Private Equity Fund Administration Business Unit of the State Street Alternative Investment Services Group.  Under direct supervision the Fund Administrator Associate 1 provides assistance with certain portions of the expense compliance and reporting functions to support the fund administration role.  Fund Administrators interact with all levels of internal personnel but will have no contact with external clients or client contacts.  Fund Administrators handle the day-to-day administration accounting and accounting related processes for one or more client sponsored investment funds. Required Qualification		Compilation maintenance and reconciliation of fund and investor static data		Performing regulatory checks on investors		Preparation of periodic cash or other bank reconciliations for all fund entities		Accounts payable distribution and investment funding processing		Reconciliation and preparation of capital call details		Preparation and input of general ledger journal entries		Preparation of quarterly and annual financial reporting work paper packages including portfolio investment schedules and accrual work papers		Preparation of work papers in support of annual tax filings		Maintaining electronic and hard copy client files on a daily basis and archiving as necessary		Preparation of various client related correspondence including audit confirmations and investor requests as applicable		Participation in special client or internal projects as required""	""AIS Fund Administrator","Assc1""	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Hangzhou-China/AIS-Fund-Administrator-Assc1_R-603002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State Street	""AIS Fund Administrator","Assc1 Position DescriptionThis is the entry level position within the Private Equity Fund Administration Business Unit of the State Street Alternative Investment Services Group.  Under direct supervision the Fund Administrator Associate 1 provides assistance with certain portions of the expense compliance and reporting functions to support the fund administration role.  Fund Administrators interact with all levels of internal personnel but will have no contact with external clients or client contacts.  Fund Administrators handle the day-to-day administration accounting and accounting related processes for one or more client sponsored investment funds. Required Qualification		Compilation maintenance and reconciliation of fund and investor static data		Performing regulatory checks on investors		Preparation of periodic cash or other bank reconciliations for all fund entities		Accounts payable distribution and investment funding processing		Reconciliation and preparation of capital call details		Preparation and input of general ledger journal entries		Preparation of quarterly and annual financial reporting work paper packages including portfolio investment schedules and accrual work papers		Preparation of work papers in support of annual tax filings		Maintaining electronic and hard copy client files on a daily basis and archiving as necessary		Preparation of various client related correspondence including audit confirmations and investor requests as applicable		Participation in special client or internal projects as required""	""AIS Fund Administrator","Assc1""	https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Hangzhou-China/AIS-Fund-Administrator-Assc1_R-603003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
